,name,countries,country codes alpha 3,endangerment,speakers,latitude,longitude
2348,Gaagudju,Australia,AUS,Extinct,0.0,-12.2755,132.6379
2349,Gafat,Ethiopia,ETH,Extinct,0.0,10.6768,35.8264
2350,Garífuna (Nicaragua),Nicaragua,NIC,Critically endangered,0.0,12.5666,-83.7166
2351,Ge'ez,Ethiopia,ETH,Extinct,0.0,8.9936,38.7597
2352,Getmata,Papua New Guinea,PNG,Extinct,0.0,-5.8346,149.0405
2353,Gey,Cameroon,CMR,Extinct,0.0,9.384,13.5296
2354,Gothic,Ukraine,UKR,Extinct,0.0,44.653,33.8598
2355,Guanche,Spain,ESP,Extinct,0.0,27.9264,-15.6774
2356,Gule,Sudan,SDN,Extinct,0.0,10.0986,34.1235
2357,Guliguli,Solomon Islands,SLB,Extinct,0.0,-8.2114,157.4615
2358,Gününa Küne,Argentina,ARG,Extinct,0.0,-43.4848,-68.1591
2359,Gyasumdo,Nepal,NPL,Definitely endangered,0.0,28.5969,84.2253
2360,Hanis,United States of America,USA,Extinct,0.0,43.406,-124.2402
2361,Hoanya,China,CHN,Extinct,0.0,23.5665,120.3826
2362,Homa,Sudan,SDN,Extinct,0.0,5.5011,27.3779
2363,Horo,Chad,TCD,Extinct,0.0,9.239,18.3444
2364,Hpun,Myanmar,MMR,Extinct,0.0,24.65,97.0666
2365,Huitoto (Brazil),Brazil,BRA,Extinct,0.0,-2.3723,-66.0937
2366,Hukumina,Indonesia,IDN,Extinct,0.0,-3.1514,126.2713
2367,Huron-Wyandot (United States of America),United States of America,USA,Extinct,0.0,36.7923,-94.7229
2368,Ifo,Vanuatu,VUT,Extinct,0.0,-18.6605,169.1434
2369,Ineseño,United States of America,USA,Extinct,0.0,34.5942,-120.1371
2370,Island Carib,Dominica,DMA,Extinct,0.0,15.4325,-61.2817
2371,Island Chumash,United States of America,USA,Extinct,0.0,34.3821,-119.4574
2372,Jorá,Bolivia (Plurinational State of),BOL,Critically endangered,0.0,-14.0246,-63.3581
2373,Judeo-Berber (Morocco),Morocco,MAR,Extinct,0.0,30.822,-6.8005
2374,Kamas,Russian Federation,RUS,Extinct,0.0,57.9964,92.8784
2375,Kamas Turk,Russian Federation,RUS,Extinct,0.0,58.109,92.7101
2376,Kaniet,Papua New Guinea,PNG,Extinct,0.0,-0.898,145.5441
2377,Kansa,United States of America,USA,Extinct,0.0,36.7657,-96.8652
2378,Karaim (Crimea),Ukraine,UKR,Extinct,0.0,45.058,33.9477
2379,Karami,Papua New Guinea,PNG,Extinct,0.0,-7.1335,143.8659
2380,Karelian (Valday),Russian Federation,RUS,Extinct,0.0,58.0284,33.3215
2381,Katabaga,Philippines,PHL,Extinct,0.0,13.4366,122.5569
2382,Kato,United States of America,USA,Extinct,0.0,39.677,-123.4944
2383,Kayeli,Indonesia,IDN,Extinct,0.0,-3.39,127.1008
2384,Kazukuru,Solomon Islands,SLB,Extinct,0.0,-8.1598,157.4629
2385,Kede,Angola,ANG,Extinct,0.0,-17.1617,16.1059
2386,Kemi Saami,Finland,FIN,Extinct,0.0,67.0631,27.6635
2387,Kenaboi,Malaysia,MYS,Extinct,0.0,3.1129,102.0322
2388,Kerek,Russian Federation,RUS,Extinct,0.0,62.5996,176.9183
2389,Ketangalan,China,CHN,Extinct,0.0,25.0433,121.4813
2390,Khaccaḍ Bhoṭe,Nepal,NPL,Definitely endangered,0.0,28.1113,85.3674
2391,Kilit,Azerbaijan,AZE,Extinct,0.0,38.9455,46.0989
2392,Kinare,Kenya,KEN,Extinct,0.0,-0.725,37.2436
2393,Klamath-Modoc,United States of America,USA,Extinct,0.0,42.5767,-121.8637
2394,Konomihu,United States of America,USA,Extinct,0.0,41.2583,-123.3216
2395,Kore,Kenya,KEN,Extinct,0.0,-2.2845,40.9185
2396,Kott,Russian Federation,RUS,Extinct,0.0,56.3013,94.5318
2397,Krenjê,Brazil,BRA,Extinct,0.0,-2.5644,-46.6589
2398,Krevin,Latvia,LVA,Extinct,0.0,56.35,24.2907
2399,Kulun,China,CHN,Extinct,0.0,24.9823,121.3591
2400,Kurtjar,Australia,AUS,Extinct,0.0,-18.0623,140.4052
2401,Kw'adza,United Republic of Tanzania,TZA,Extinct,0.0,-5.3753,35.8621
2402,Kwadi,Angola,ANG,Extinct,0.0,-15.2523,12.2277
2403,Kwisi,Angola,ANG,Extinct,0.0,-16.7309,13.0572
2404,Kyakala,China,CHN,Extinct,0.0,45.3819,128.7597
2405,Laghu,Solomon Islands,SLB,Extinct,0.0,-7.6157,158.7359
2406,Langthang Tibetan,Nepal,NPL,Definitely endangered,0.0,28.21,85.5697
2407,Lenca,"El Salvador, Honduras","SLV, HND",Extinct,0.0,13.6459,-87.0996
2408,Li-Ngbee,Democratic Republic of the Congo,ZAI,Extinct,0.0,2.4931,28.059
2409,Liliali,Indonesia,IDN,Extinct,0.0,-3.39,127.1008
2410,Lipan,United States of America,USA,Extinct,0.0,33.1513,-105.799
2411,Lishan Didan (Iran),Iran (Islamic Republic of),IRN,Extinct,0.0,37.9615,44.6044
2412,Lishana Deni (Iraq),Iraq,IRQ,Extinct,0.0,36.9279,42.5115
2413,Lishanid Noshan (Iraq),Iraq,IRQ,Extinct,0.0,36.1777,44.165
2414,Loke Tibetan,Nepal,NPL,Definitely endangered,0.0,28.82,83.7721
2415,Lorkoti,Kenya,KEN,Extinct,0.0,-0.4943,37.359
2416,Lower Chehalis,United States of America,USA,Extinct,0.0,46.3227,-123.9724
2417,Mahigi,Papua New Guinea,PNG,Extinct,0.0,-7.6688,143.0227
2418,Máku,Brazil,BRA,Extinct,0.0,4.0615,-61.831
2419,Malin,Myanmar,MMR,Extinct,0.0,24.57,94.56
2420,Mapia,Indonesia,IDN,Extinct,0.0,0.8321,134.3023
2421,Maragus,Vanuatu,VUT,Extinct,0.0,-16.0405,167.2778
2422,Marrgu,Australia,AUS,Extinct,0.0,-11.3292,132.0227
2423,Matagalpa,Nicaragua,NIC,Extinct,0.0,12.9517,-85.4381
2424,Mator,Russian Federation,RUS,Extinct,0.0,54.0593,95.4492
2425,Mattole,United States of America,USA,Extinct,0.0,39.1375,-123.6931
2426,Miami-Illinois,United States of America,USA,Extinct,0.0,36.8866,-94.8775
2427,Migueleño,United States of America,USA,Extinct,0.0,35.7587,-120.6951
2428,Miraña (Brazil),Brazil,BRA,Critically endangered,0.0,-2.021,-65.6982
2429,Mirití Tapuia,Brazil,BRA,Critically endangered,0.0,0.3076,-69.1699
2430,Mlahso (Syria),Syrian Arab Republic,SYR,Extinct,0.0,37.0542,41.2363
2431,Mlahso (Turkey),Turkey,TUR,Extinct,0.0,38.4595,40.6507
2432,Mo-peng,Sierra Leone,SLE,Extinct,0.0,7.4714,-12.2607
2433,Mochica,Peru,PER,Extinct,0.0,-7.079,-79.6453
2434,Moksela,Indonesia,IDN,Extinct,0.0,-3.4654,127.1694
2435,Molala,United States of America,USA,Extinct,0.0,44.8636,-122.4645
2436,Mozarabic,Spain,ESP,Extinct,0.0,37.4574,-3.988
2437,Mulaha,Papua New Guinea,PNG,Extinct,0.0,-9.7002,147.4351
2438,Múra,Brazil,BRA,Extinct,0.0,-3.3598,-59.2382
2439,Nagumi,Cameroon,CMR,Extinct,0.0,8.6814,13.1835
2440,Naka'ela,Indonesia,IDN,Extinct,0.0,-2.847,128.5208
2441,Napore,Uganda,UGA,Extinct,0.0,3.8478,33.9147
2442,Natchez,United States of America,USA,Extinct,0.0,31.5544,-91.3875
2443,New River Shasta,United States of America,USA,Extinct,0.0,45.2835,-121.7134
2444,Ngarla,Australia,AUS,Extinct,0.0,-20.5916,119.0917
2445,Ngong,Cameroon,CMR,Extinct,0.0,9.0044,13.5104
2446,Nila (Nila Island),Indonesia,IDN,Extinct,0.0,-6.7331,129.5288
2447,Nisenan,United States of America,USA,Extinct,0.0,38.7654,-121.0064
2448,Nooksack,United States of America,USA,Extinct,0.0,49.0378,-122.4865
2449,Norn,United Kingdom of Great Britain and Northern Ireland,GBR,Extinct,0.0,60.3051,-1.2744
2450,Northeastern Pomo,United States of America,USA,Extinct,0.0,39.3774,-122.5454
2451,Nukiní,Brazil,BRA,Extinct,0.0,-7.4931,-73.4765
2452,Nupbikha,Bhutan,BTN,Vulnerable,0.0,27.3937,90.5003
2453,Nyang'i,Uganda,UGA,Extinct,0.0,3.5024,33.3764
2454,Obispeño,United States of America,USA,Extinct,0.0,35.2692,-120.6707
2455,Odut,Nigeria,NGA,Extinct,0.0,5.3077,8.2672
2456,Old Prussian,Russian Federation,RUS,Extinct,0.0,54.8987,20.4895
2457,Old Sirenik,Russian Federation,RUS,Extinct,0.0,64.4194,-173.9657
2458,Omagua (Brazil),Brazil,BRA,Critically endangered,0.0,-3.5572,-64.5117
2459,Ona,Argentina,ARG,Extinct,0.0,-54.6229,-67.4121
2460,Ongkor Solon,China,CHN,Extinct,0.0,46.7774,83.0456
2461,Opon-Carare,Colombia,COL,Extinct,0.0,6.206,-73.7402
2462,Orang Kanaq,Malaysia,MYS,Extinct,0.0,1.8858,103.9814
2463,Palumata,Indonesia,IDN,Extinct,0.0,-3.1569,126.0516
2464,Panobo,Peru,PER,Extinct,0.0,-6.97,-74.9267
2465,Papora,China,CHN,Extinct,0.0,24.2006,120.6037
2466,Pentlatch,Canada,CAN,Extinct,0.0,49.6971,-125.0033
2467,Phalok,Thailand,THA,Extinct,0.0,18.9582,98.789
2468,Pijao,Colombia,COL,Extinct,0.0,3.9519,-75.0146
2469,Piru,Indonesia,IDN,Extinct,0.0,-3.05,128.1747
2470,Polabian,Germany,DEU,Extinct,0.0,53.094,11.3461
2471,Pumpokol,Russian Federation,RUS,Extinct,0.0,58.6397,87.517
2472,Purisimeño,United States of America,USA,Extinct,0.0,34.6608,-120.4711
2473,Pyu,Myanmar,MMR,Extinct,0.0,18.9424,94.8751
2474,Quapaw,United States of America,USA,Extinct,0.0,36.9494,-94.7877
2475,Quileute,United States of America,USA,Extinct,0.0,47.9083,-124.6365
2476,Qwarenya,Ethiopia,ETH,Extinct,0.0,9.9207,38.3828
2477,Rangkas,India,IND,Extinct,0.0,30.0358,80.1342
2478,Sanhaja of Srair,Morocco,MAR,Critically endangered,0.0,34.8318,-4.9658
2479,Sei,Sierra Leone,SLE,Extinct,0.0,7.5857,-12.5354
2480,Sened,Tunisia,TUN,Extinct,0.0,35.5858,10.8984
2481,Sengmai,India,IND,Extinct,0.0,24.6445,94.0567
2482,Serrano,United States of America,USA,Extinct,0.0,34.1212,-117.2221
2483,Seru,Malaysia,MYS,Extinct,0.0,1.9195,111.2049
2484,Seward Peninsula Inupiaq (Big Diomede Island),Russian Federation,RUS,Extinct,0.0,65.7853,-169.0686
2485,Singa,Uganda,UGA,Extinct,0.0,-0.1373,33.695
2486,Siraiya,China,CHN,Extinct,0.0,23.0013,120.3634
2487,Sishee,New Caledonia (France),NCL,Extinct,0.0,-21.7193,165.6738
2488,Siuslaw,United States of America,USA,Extinct,0.0,43.3773,-124.2371
2489,Slovincian,Poland,POL,Extinct,0.0,54.6484,17.2485
2490,Southeastern Pomo,United States of America,USA,Extinct,0.0,39.016,-122.6779
2491,Southern Kamchadal,Russian Federation,RUS,Extinct,0.0,52.6963,156.7089
2492,Southern Khanty,Russian Federation,RUS,Extinct,0.0,60.4301,69.9829
2493,Southern Mansi,Russian Federation,RUS,Extinct,0.0,58.4362,65.5664
2494,Soyot,Russian Federation,RUS,Extinct,0.0,52.0406,101.0659
2495,Subtiaba,Nicaragua,NIC,Extinct,0.0,12.5266,-86.667
2496,Taman,Myanmar,MMR,Extinct,0.0,25.1651,95.2514
2497,Tandia,Indonesia,IDN,Extinct,0.0,-2.8552,134.522
2498,Taokas,China,CHN,Extinct,0.0,24.4471,120.7232
2499,Te'un (Te'un Island),Indonesia,IDN,Extinct,0.0,-6.9809,129.1394
2500,Tetete,Ecuador,ECU,Extinct,0.0,-0.0109,-76.5966
2501,Tillamook,United States of America,USA,Extinct,0.0,45.3449,-123.5309
2502,Togoyo,Sudan,SDN,Extinct,0.0,8.5049,24.7961
2503,Tonjon,Côte d'Ivoire,CIV,Extinct,0.0,8.4397,-4.3807
2504,Torá,Brazil,BRA,Extinct,0.0,-6.6646,-61.4135
2505,Tsetsaut,Canada,CAN,Extinct,0.0,55.936,-129.9911
2506,Tunica,United States of America,USA,Extinct,0.0,31.1262,-92.0673
2507,Tututni,United States of America,USA,Extinct,0.0,42.5756,-124.0688
2508,Twana,United States of America,USA,Extinct,0.0,47.3344,-123.1607
2509,Ubykh (Caucasus),Russian Federation,RUS,Extinct,0.0,43.5585,39.8597
2510,Ubykh (Turkey),Turkey,TUR,Extinct,0.0,40.0402,28.0096
2511,Umutina,Brazil,BRA,Extinct,0.0,-15.0425,-57.1026
2512,Upper Chehalis,United States of America,USA,Extinct,0.0,46.4111,-122.9949
2513,Upper Umpqua,United States of America,USA,Extinct,0.0,43.4476,-123.77
2514,Uruava,Papua New Guinea,PNG,Extinct,0.0,-5.9821,155.3137
2515,Urupá,Brazil,BRA,Extinct,0.0,-10.898,-61.809
2516,Ventureño,United States of America,USA,Extinct,0.0,34.2809,-119.2979
2517,Vilela,Argentina,ARG,Extinct,0.0,-26.9808,-59.6777
2518,Wanai,Venezuela (Bolivarian Republic of),VEN,Critically endangered,0.0,7.1117,-66.7199
2519,Wangkumara,Australia,AUS,Critically endangered,0.0,-27.2064,142.4597
2520,Wappo,United States of America,USA,Extinct,0.0,38.8701,-122.5154
2521,Western Mansi,Russian Federation,RUS,Extinct,0.0,61.1432,62.4023
2522,Wiyot,United States of America,USA,Extinct,0.0,40.5984,-124.2519
2523,Xakriabá,Brazil,BRA,Extinct,0.0,-14.5306,-44.0438
2524,Yaaku,Kenya,KEN,Extinct,0.0,0.4394,37.1777
2525,Yameo,Peru,PER,Extinct,0.0,-4.4449,-73.5644
2526,Yir Yoront,Australia,AUS,Extinct,0.0,-16.3095,141.4489
2527,Yoba,Papua New Guinea,PNG,Extinct,0.0,-10.0337,149.2272
2528,Yola,Ireland,IRL,Extinct,0.0,52.2266,-6.4846
2529,Yug,Russian Federation,RUS,Extinct,0.0,61.0901,88.1982
2530,Yuki,United States of America,USA,Extinct,0.0,37.4336,-118.5908
2531,Yurats,Russian Federation,RUS,Extinct,0.0,69.2872,81.914
2532,Yurutí (Brazil),Brazil,BRA,Extinct,0.0,-0.1318,-69.1699
2533,Zeem,Nigeria,NGA,Extinct,0.0,9.8389,9.0911
2534,|'Auni,South Africa,ZAF,Extinct,0.0,-26.0105,20.363
2535,|Xam,South Africa,ZAF,Extinct,0.0,-32.2853,20.759
2536,ǁKu ǁ'e,South Africa,ZAF,Extinct,0.0,-29.9739,27.0812
2537,ǁKx'au,South Africa,ZAF,Extinct,0.0,-32.2896,21.7968
2538,ǁXegwi,South Africa,ZAF,Extinct,0.0,-25.35,30.99
2539,A'tong,India,IND,Severely endangered,0.0,25.2844,91.1755
2540,Aché,Paraguay,PRY,Definitely endangered,0.0,-25.6613,-55.6787
2541,Akie,United Republic of Tanzania,TZA,Critically endangered,0.0,-4.7735,37.3315
2542,Akuriyo,Suriname,SUR,Critically endangered,0.0,2.8442,-55.7556
2543,Alemannic,"Germany, Austria, France, Italy, Liechtenstein, Switzerland","DEU, AUT, FRA, ITA, LIE, CHE",Vulnerable,0.0,47.2792,7.6904
2544,Amami,Japan,JPN,Definitely endangered,0.0,28.3672,129.4958
2545,Amok,"China, Lao People's Democratic Republic, Myanmar, Thailand","CHN, LAO, MMR, THA",Critically endangered,0.0,21.361,100.6457
2546,Angku,Myanmar,MMR,Critically endangered,0.0,21.4888,100.8325
2547,Auvergnat,France,FRA,Severely endangered,0.0,45.1278,3.1311
2548,Balti,"India, Pakistan","IND, PAK",Vulnerable,0.0,35.0659,76.1901
2549,Baraba Tatar,Russian Federation,RUS,Severely endangered,0.0,55.2478,77.893
2550,Baré (Venezuela),Venezuela (Bolivarian Republic of),VEN,Critically endangered,0.0,1.428,-66.9287
2551,Bavarian,"Germany, Austria, Hungary, Italy, Switzerland, Czech Republic","DEU, AUT, HUN, ITA, CHE, CZE",Vulnerable,0.0,48.4146,12.6123
2552,Bay Islands Creole,Honduras,HND,Critically endangered,0.0,16.3297,-86.5299
2553,Bellari,India,IND,Critically endangered,0.0,11.6952,76.4648
2554,Berbice Dutch Creole,Guyana,GUY,Critically endangered,0.0,5.3918,-57.777
2555,Bhalesi,India,IND,Definitely endangered,0.0,33.3947,76.1352
2556,Brao,"Cambodia, Lao People's Democratic Republic, Viet Nam","KHM, LAO, VNM",Severely endangered,0.0,14.1177,106.7644
2557,Bungee,Canada,CAN,Critically endangered,0.0,50.0667,-96.9763
2558,Burgundian,France,FRA,Severely endangered,0.0,47.2344,4.2517
2559,Cabiyarí,Colombia,COL,Critically endangered,0.0,0.1208,-71.1474
2560,Cappadocian Greek (Greece),Greece,GRC,Critically endangered,0.0,40.9798,24.104
2561,Carabayo,Colombia,COL,Extinct,0.0,-1.6666,-70.3333
2562,Cavineña,Bolivia (Plurinational State of),BOL,Definitely endangered,0.0,-12.3829,-66.7419
2563,Cayuga (Canada),Canada,CAN,Critically endangered,0.0,43.019,-80.1506
2564,Central Asian Arabic,"Uzbekistan, Tajikistan, Afghanistan","UZB, TJK, AFG",Definitely endangered,0.0,36.9608,66.8133
2565,Champenois,"Belgium, France","BEL, FRA",Severely endangered,0.0,48.6474,4.3725
2566,Chichimec,Mexico,MEX,Vulnerable,0.0,21.2941,-100.5233
2567,Chinook Jargon,United States of America,USA,Critically endangered,0.0,45.0591,-123.6091
2568,Chiwere,United States of America,USA,Extinct,0.0,35.9761,-97.3336
2569,Chuang,Cambodia,KHM,Critically endangered,0.0,13.5688,105.0589
2570,Corfiot Italkian,Greece,GRC,Critically endangered,0.0,39.5908,19.8591
2571,Cornish,United Kingdom of Great Britain and Northern Ireland,GBR,Critically endangered,0.0,50.4575,-4.746
2572,Crimean Turkish,Ukraine,UKR,Severely endangered,0.0,44.6764,34.3267
2573,Desano (Colombia),Colombia,COL,Definitely endangered,0.0,0.8898,-70.0543
2574,Domari,"Egypt, Israel, Jordan, Lebanon, Libyan Arab Jamahiriya, Palestine, Syrian Arab Republic","EGY, ISR, JOR, LBN, LBY, PSE, SYR",Severely endangered,0.0,32.2128,35.2908
2575,East Franconian,"Germany, Czech Republic","DEU, CZE",Vulnerable,0.0,50.0571,10.7336
2576,Eastern Mansi,Russian Federation,RUS,Critically endangered,0.0,60.7752,67.6098
2577,En,Myanmar,MMR,Critically endangered,0.0,21.2872,99.4816
2578,Even (Kamtchatka),Russian Federation,RUS,Severely endangered,0.0,56.062,158.9501
2579,Even (Siberia),Russian Federation,RUS,Severely endangered,0.0,67.6593,134.6594
2580,Evenki (Northern Siberia),Russian Federation,RUS,Severely endangered,0.0,64.2875,100.2282
2581,Evenki (Sakhalin),Russian Federation,RUS,Severely endangered,0.0,51.727,142.5585
2582,Evenki (Southern Siberia),"Mongolia, Russian Federation","MNG, RUS",Severely endangered,0.0,51.9833,116.5833
2583,Figuig,Morocco,MAR,Vulnerable,0.0,32.0895,-1.2222
2584,Franc-Comtois,"France, Switzerland","FRA, CHE",Severely endangered,0.0,47.2829,6.5093
2585,Gagauz (Deli Orman),Bulgaria,BGR,Critically endangered,0.0,43.5963,26.8286
2586,Gagauz (South Balkans),"Greece, The former Yugoslav Republic of Macedonia, Turkey","GRC, MKD, TUR",Severely endangered,0.0,41.4633,22.6977
2587,Gangou,China,CHN,Severely endangered,0.0,35.55,102.43
2588,Gottscheerish,Slovenia,SVN,Critically endangered,0.0,45.6332,14.8123
2589,Guaná,Paraguay,PRY,Critically endangered,0.0,-21.9532,-58.0517
2590,Han (Canada),Canada,CAN,Critically endangered,0.0,64.062,-139.4278
2591,Homshetsma (Caucasus),"Georgia, Russian Federation","GEO, RUS",Severely endangered,0.0,43.2452,40.3582
2592,Homshetsma (Turkey),Turkey,TUR,Definitely endangered,0.0,41.468,41.558
2593,Hulaula (Iran),Iran (Islamic Republic of),IRN,Extinct,0.0,35.9068,46.1535
2594,Huron-Wyandot (Canada),Canada,CAN,Critically endangered,0.0,46.8722,-71.3651
2595,Jad,"India, Pakistan","IND, PAK",Definitely endangered,0.0,30.645,78.3627
2596,Jahai,Malaysia,MYS,Critically endangered,0.0,5.3597,101.7763
2597,Javindo Creole,Indonesia,IDN,Critically endangered,0.0,-7.0136,110.4345
2598,Jeju,Republic of Korea,KOR,Critically endangered,0.0,33.3671,126.4974
2599,Jitnu,Colombia,COL,Definitely endangered,0.0,6.5118,-70.8837
2600,Judezmo (Europe),"Albania, Algeria, Bosnia and Herzegovina, Bulgaria, Croatia, Greece, The former Yugoslav Republic of Macedonia, Morocco, Romania, Turkey, Serbia","ALB, DZA, BIH, BGR, HRV, GRC, MKD, MAR, ROU, TUR, SRB",Severely endangered,0.0,41.2607,28.4985
2601,Juhur (Israel),Israel,ISR,Definitely endangered,0.0,31.5166,34.5964
2602,Kaurna,Australia,AUS,Critically endangered,0.0,-34.8498,138.6474
2603,Kensiw (Malaysia),Malaysia,MYS,Critically endangered,0.0,5.9033,100.9227
2604,Kentak,Malaysia,MYS,Critically endangered,0.0,5.5383,100.7861
2605,Khasali,India,IND,Definitely endangered,0.0,32.0267,77.893
2606,Kili,Russian Federation,RUS,Severely endangered,0.0,48.8068,134.121
2607,Koro,India,IND,Definitely endangered,0.0,27.1667,92.6312
2608,Kraol,Cambodia,KHM,Critically endangered,0.0,13.588,106.9438
2609,Kravet,Cambodia,KHM,Critically endangered,0.0,14.0175,107.0136
2610,Krueng,Cambodia,KHM,Severely endangered,0.0,13.8219,106.9938
2611,Kuay,Cambodia,KHM,Severely endangered,0.0,13.9047,105.3712
2612,Kunigami,Japan,JPN,Definitely endangered,0.0,26.7186,128.2131
2613,Lakota,Canada,CAN,Critically endangered,0.0,49.3276,-106.4439
2614,Langrong,India,IND,Critically endangered,0.0,24.4671,94.1473
2615,Lengua,Paraguay,PRY,Severely endangered,0.0,-22.5125,-58.0957
2616,Livonian,Latvia,LVA,Critically endangered,0.0,57.6101,22.2802
2617,Lorrain,"Belgium, France","BEL, FRA",Severely endangered,0.0,48.8357,6.0644
2618,Lua,Thailand,THA,Definitely endangered,0.0,19.0049,101.184
2619,Macaguaje,Colombia,COL,Extinct,0.0,0.0,-75.0
2620,Macuna (Colombia),Colombia,COL,Definitely endangered,0.0,-0.2636,-70.2026
2621,Maká,Paraguay,PRY,Definitely endangered,0.0,-25.2645,-57.2387
2622,Manda,India,IND,Critically endangered,0.0,20.1384,84.0289
2623,Manx,United Kingdom of Great Britain and Northern Ireland,GBR,Critically endangered,0.0,54.2106,-4.5318
2624,Mawayana (Guyana),Guyana,GUY,Critically endangered,0.0,1.5159,-58.4143
2625,Menri',Malaysia,MYS,Critically endangered,0.0,5.055,102.2502
2626,Michif,Canada,CAN,Critically endangered,0.0,51.3119,-103.979
2627,Miraña (Colombia),Colombia,COL,Severely endangered,0.0,-1.5818,-70.5651
2628,Miyako,Japan,JPN,Definitely endangered,0.0,24.8004,125.2798
2629,Mohawk (Ganienkeh),United States of America,USA,Definitely endangered,0.0,44.8675,-73.67
2630,Mohawk (Kahnawake),Canada,CAN,Definitely endangered,0.0,45.4013,-73.6677
2631,Mohawk (Kanatsiohareke),United States of America,USA,Definitely endangered,0.0,42.9116,-74.5587
2632,Mohawk (Kanesatake),Canada,CAN,Definitely endangered,0.0,45.4685,-74.0972
2633,Mohawk (Six nations),Canada,CAN,Definitely endangered,0.0,43.0463,-80.069
2634,Mohawk (Tyendinega),Canada,CAN,Definitely endangered,0.0,44.189,-77.1494
2635,Mohawk (Wahta),Canada,CAN,Definitely endangered,0.0,45.0333,-79.7333
2636,Mok (Lao PDR),Lao People's Democratic Republic,LAO,Definitely endangered,0.0,20.73,101.4197
2637,Mosquitia Creole,Nicaragua,NIC,Definitely endangered,0.0,12.0114,-83.7638
