,name,countries,country codes alpha 3,endangerment,speakers,latitude,longitude
2005,Southwestern Tlapanec,Mexico,MEX,Vulnerable,23.0,16.9629,-99.0953
2006,Alawa,Australia,AUS,Critically endangered,22.0,-16.4676,134.0771
2007,Tobian,Palau,PLW,Critically endangered,22.0,2.9594,131.8084
2008,Bara (Brazil),Brazil,BRA,Vulnerable,21.0,0.3515,-68.9721
2009,Ixcatec,Mexico,MEX,Critically endangered,21.0,17.8493,-97.181
2010,Añu,Venezuela (Bolivarian Republic of),VEN,Critically endangered,20.0,11.022,-71.7352
2011,Barzani Jewish Neo-Aramaic (Israel),Israel,ISR,Critically endangered,20.0,31.7888,35.1947
2012,Bom,Sierra Leone,SLE,Severely endangered,20.0,7.3188,-11.9915
2013,Bundjalung,Australia,AUS,Severely endangered,20.0,-28.9998,152.9077
2014,Chung (Cambodia),Cambodia,KHM,Critically endangered,20.0,10.6875,103.8084
2015,Dusner,Indonesia,IDN,Critically endangered,20.0,-2.7139,134.3888
2016,Forest Enets,Russian Federation,RUS,Critically endangered,20.0,68.6836,86.2727
2017,Foya,Indonesia,IDN,Critically endangered,20.0,-2.4107,138.6996
2018,Hermit,Papua New Guinea,PNG,Critically endangered,20.0,-2.0869,146.9311
2019,Jawoyn,Australia,AUS,Severely endangered,20.0,-14.2004,132.55
2020,Kamasa,Papua New Guinea,PNG,Critically endangered,20.0,-6.95,146.2
2021,Kanakanabu,China,CHN,Critically endangered,20.0,23.1463,120.6782
2022,Kembra,Indonesia,IDN,Critically endangered,20.0,-3.908,140.3942
2023,Kilen,"China, Russian Federation","CHN, RUS",Critically endangered,20.0,47.4689,133.8574
2024,Kim,Sierra Leone,SLE,Critically endangered,20.0,7.2425,-11.9476
2025,Koko Bera,Australia,AUS,Severely endangered,20.0,-15.6865,141.5917
2026,Kulina Páno,Brazil,BRA,Severely endangered,20.0,-5.6597,-71.5429
2027,Leco,Bolivia (Plurinational State of),BOL,Critically endangered,20.0,-15.586,-67.9064
2028,Loun,Indonesia,IDN,Critically endangered,20.0,-2.8717,128.8366
2029,Mander,Indonesia,IDN,Critically endangered,20.0,-2.4341,138.7284
2030,Mangarla,Australia,AUS,Critically endangered,20.0,-20.159,122.6513
2031,Maringarr,Australia,AUS,Critically endangered,20.0,-14.1525,129.6166
2032,Nataoran,China,CHN,Critically endangered,20.0,24.0088,121.5898
2033,Nez Perce,United States of America,USA,Critically endangered,20.0,46.4347,-116.8268
2034,Nisvai,Vanuatu,VUT,Critically endangered,20.0,-16.4492,167.7117
2035,Nyamal,Australia,AUS,Severely endangered,20.0,-21.4019,119.3225
2036,Nyikina,Australia,AUS,Severely endangered,20.0,-18.2613,124.6179
2037,Panamint,United States of America,USA,Critically endangered,20.0,36.4555,-116.8666
2038,Pite Saami,"Norway, Sweden","NOR, SWE",Critically endangered,20.0,66.0447,17.8857
2039,Qawasqar,Chile,CHL,Critically endangered,20.0,-49.6391,-74.3554
2040,Red Gelao (Viet Nam),Viet Nam,VNM,Critically endangered,20.0,23.1666,105.25
2041,Somyev,"Cameroon, Nigeria","CMR, NGA",Critically endangered,20.0,6.9318,11.5136
2042,Ume Saami,Sweden,SWE,Critically endangered,20.0,65.1091,18.2153
2043,Usku,Indonesia,IDN,Critically endangered,20.0,-3.5449,140.7499
2044,Vote,Russian Federation,RUS,Critically endangered,20.0,59.5858,28.4518
2045,Wajarri,Australia,AUS,Severely endangered,20.0,-26.8841,116.6748
2046,Wambaya,Australia,AUS,Critically endangered,20.0,-17.7696,134.923
2047,Warekena (Brazil),Brazil,BRA,Critically endangered,20.0,0.7909,-68.3789
2048,White Gelao (Viet Nam),Viet Nam,VNM,Severely endangered,20.0,23.2,105.3333
2049,Mixtec of Tlaltempan,Mexico,MEX,Definitely endangered,19.0,18.6166,-98.0833
2050,Uruak,Venezuela (Bolivarian Republic of),VEN,Critically endangered,19.0,3.9957,-63.5888
2051,Pacahuara,Bolivia (Plurinational State of),BOL,Critically endangered,18.0,-11.4369,-65.6762
2052,Ririo,Solomon Islands,SLB,Critically endangered,18.0,-6.91,156.9671
2053,Ava-Canoeiro,Brazil,BRA,Critically endangered,16.0,-14.0847,-48.0418
2054,Chorotega,Costa Rica,CRI,Critically endangered,16.0,9.8991,-83.6855
2055,Ainu (Hokkaido),Japan,JPN,Critically endangered,15.0,43.2612,142.8222
2056,Jaminjung,Australia,AUS,Severely endangered,15.0,-15.2417,130.5725
2057,Mwesen,Vanuatu,VUT,Critically endangered,15.0,-13.874,167.5415
2058,Sechelt,Canada,CAN,Critically endangered,15.0,50.0846,-123.7437
2059,Tanana,United States of America,USA,Critically endangered,15.0,64.605,-149.0625
2060,Ingalik,United States of America,USA,Critically endangered,14.0,62.1655,-156.3134
2061,Jingulu,Australia,AUS,Severely endangered,14.0,-17.3716,134.187
2062,Zapotec of Mixtepe,Mexico,MEX,Critically endangered,14.0,16.2666,-96.3666
2063,Woria,Indonesia,IDN,Critically endangered,13.0,-2.4011,136.4886
2064,Aruá,Brazil,BRA,Severely endangered,12.0,-12.0285,-64.7094
2065,Han (United States of America),United States of America,USA,Critically endangered,12.0,64.7837,-141.2172
2066,Hupa,United States of America,USA,Critically endangered,12.0,41.7624,-123.7028
2067,Karuk,United States of America,USA,Severely endangered,12.0,41.7929,-123.3763
2068,Makah,United States of America,USA,Critically endangered,12.0,48.3658,-124.6118
2069,Ngaatjatjara,Australia,AUS,Severely endangered,12.0,-25.1651,127.3535
2070,Ngaliwuru,Australia,AUS,Critically endangered,12.0,-15.5595,131.0614
2071,Ofayé,Brazil,BRA,Critically endangered,12.0,-21.361,-52.0532
2072,Umpila,Australia,AUS,Severely endangered,12.0,-13.0366,143.3386
2073,Yurok,United States of America,USA,Critically endangered,12.0,41.0607,-124.1413
2074,Kinikinau,Brazil,BRA,Critically endangered,11.0,-21.0685,-56.2765
2075,Wagiman,Australia,AUS,Severely endangered,11.0,-14.1845,131.6546
2076,Achumawi,United States of America,USA,Critically endangered,10.0,40.8816,-122.6715
2077,Arho,New Caledonia (France),NCL,Critically endangered,10.0,-21.274,165.0503
2078,Arikara,United States of America,USA,Critically endangered,10.0,47.648,-101.8327
2079,Ayizi,China,CHN,Critically endangered,10.0,24.5964,103.7329
2080,Bangsa,Vanuatu,VUT,Critically endangered,10.0,-16.146,167.389
2081,Ch'orti' (Honduras),Honduras,HND,Critically endangered,10.0,14.9364,-88.865
2082,Chung (Thailand),Thailand,THA,Critically endangered,10.0,14.4897,99.1661
2083,Copper Island Aleut,Russian Federation,RUS,Critically endangered,10.0,54.7753,167.5662
2084,Gros Ventre,United States of America,USA,Critically endangered,10.0,48.4824,-108.7639
2085,Gweno,United Republic of Tanzania,TZA,Critically endangered,10.0,-3.7135,37.6501
2086,Hoti,Indonesia,IDN,Critically endangered,10.0,-3.0143,130.3692
2087,Hulung,Indonesia,IDN,Critically endangered,10.0,-2.8614,128.5606
2088,Ibu,Indonesia,IDN,Critically endangered,10.0,1.5269,127.5265
2089,Iranxe,Brazil,BRA,Critically endangered,10.0,-12.6939,-57.843
2090,Kamarian,Indonesia,IDN,Critically endangered,10.0,-3.4366,128.5345
2091,Karajarri,Australia,AUS,Critically endangered,10.0,-19.0205,122.3437
2092,Karipuna,Brazil,BRA,Definitely endangered,10.0,-10.2284,-64.5556
2093,Katawixi,Brazil,BRA,Critically endangered,10.0,-8.8416,-66.0937
2094,Kawaiisu,United States of America,USA,Critically endangered,10.0,35.0589,-118.4026
2095,Khövsgöl Uryangkhay,Mongolia,MNG,Critically endangered,10.0,50.9722,101.3159
2096,Krenak,Brazil,BRA,Critically endangered,10.0,-19.1937,-41.1527
2097,Kurrama,Australia,AUS,Critically endangered,10.0,-21.6383,117.9711
2098,Lardil,Australia,AUS,Critically endangered,10.0,-16.5526,139.3176
2099,Lom,Indonesia,IDN,Critically endangered,10.0,-1.6751,105.8917
2100,Lorediakarkar,Vanuatu,VUT,Critically endangered,10.0,-15.1967,167.0498
2101,Madngele,Australia,AUS,Critically endangered,10.0,-13.3789,130.5395
2102,Malak Malak,Australia,AUS,Critically endangered,10.0,-13.7713,130.6384
2103,Manchu (Amur),China,CHN,Critically endangered,10.0,49.7666,127.5
2104,Manchu (Nonni),China,CHN,Critically endangered,10.0,48.0083,124.3542
2105,Mandan,United States of America,USA,Critically endangered,10.0,47.5165,-102.2461
2106,Marrisyefin,Australia,AUS,Critically endangered,10.0,-13.934,129.8254
2107,Massalat,Chad,TCD,Critically endangered,10.0,12.7635,20.5993
2108,Matanvat,Vanuatu,VUT,Critically endangered,10.0,-15.8972,167.1947
2109,Matipu,Brazil,BRA,Critically endangered,10.0,-12.2366,-53.1875
2110,Mawayana (Brazil),"Brazil, Suriname","BRA, SUR",Critically endangered,10.0,-0.9447,-58.2495
2111,Munsee (Canada),Canada,CAN,Critically endangered,10.0,42.57,-81.879
2112,Naati,Vanuatu,VUT,Critically endangered,10.0,-16.515,167.4645
2113,Ngardi,Australia,AUS,Critically endangered,10.0,-20.6327,128.5839
2114,Ngbinda,Democratic Republic of the Congo,ZAI,Critically endangered,10.0,4.6092,27.0812
2115,Northern Paiute (Idaho),United States of America,USA,Critically endangered,10.0,43.0439,-112.4566
2116,Nusa Laut,Indonesia,IDN,Critically endangered,10.0,-3.6833,128.8
2117,Oneida (Wisconsin),United States of America,USA,Critically endangered,10.0,44.5158,-88.0075
2118,Onondaga (New York),United States of America,USA,Critically endangered,10.0,43.047,-76.1422
2119,Osage,United States of America,USA,Critically endangered,10.0,36.6683,-96.3316
2120,Parintintin,Brazil,BRA,Critically endangered,10.0,-6.5773,-61.7871
2121,Pawnee,United States of America,USA,Critically endangered,10.0,36.3372,-96.8032
2122,Puari,Papua New Guinea,PNG,Critically endangered,10.0,-2.8689,141.6577
2123,Rembarrnga,Australia,AUS,Critically endangered,10.0,-13.3896,133.6706
2124,Sene,Papua New Guinea,PNG,Critically endangered,10.0,-6.3753,147.7825
2125,Sowa,Vanuatu,VUT,Critically endangered,10.0,-15.8609,168.1842
2126,Susuami,Papua New Guinea,PNG,Critically endangered,10.0,-7.2044,146.5493
2127,Taap,Papua New Guinea,PNG,Critically endangered,10.0,-6.146,146.3955
2128,Tape,Vanuatu,VUT,Critically endangered,10.0,-16.0953,167.3094
2129,Ter Saami,Russian Federation,RUS,Critically endangered,10.0,68.0638,38.7063
2130,Thao,China,CHN,Critically endangered,10.0,23.8808,120.9206
2131,Tule-Kaweah Yokuts,United States of America,USA,Critically endangered,10.0,36.0269,-118.7213
2132,Tundra Enets,Russian Federation,RUS,Critically endangered,10.0,71.6973,83.5839
2133,Wichita,United States of America,USA,Critically endangered,10.0,35.0647,-98.2788
2134,Xambioá,Brazil,BRA,Critically endangered,10.0,-7.1717,-49.1583
2135,Yawalapiti,Brazil,BRA,Critically endangered,10.0,-12.1702,-53.3365
2136,Yiiji,Australia,AUS,Critically endangered,10.0,-15.8458,127.6281
2137,Arára Shawãdáwa,Brazil,BRA,Critically endangered,9.0,-8.581,-72.29
2138,Kuuku Ya'u,Australia,AUS,Critically endangered,9.0,-12.0185,142.8112
2139,Ngandi,Australia,AUS,Critically endangered,9.0,-13.6459,135.2087
2140,Ngarluma,Australia,AUS,Critically endangered,9.0,-21.1664,117.3339
2141,Zaparo,"Ecuador, Peru","ECU, PER",Critically endangered,9.0,-2.2186,-76.5087
2142,Ongota,Ethiopia,ETH,Critically endangered,8.0,5.3207,37.2244
2143,Ajuru,Brazil,BRA,Severely endangered,8.0,-12.0178,-64.7534
2144,Araki,Vanuatu,VUT,Critically endangered,8.0,-15.6322,166.9413
2145,Ayapanec,Mexico,MEX,Critically endangered,8.0,18.2241,-93.1108
2146,Busuu,Cameroon,CMR,Critically endangered,8.0,6.8282,10.1087
2147,Chamicuro,Peru,PER,Critically endangered,8.0,-5.5285,-75.5969
2148,Dumi,Nepal,NPL,Critically endangered,8.0,27.3095,86.7521
2149,Kayardild,Australia,AUS,Critically endangered,8.0,-17.1197,139.4604
2150,Munichi,Peru,PER,Critically endangered,8.0,-5.8182,-76.1846
2151,N|uu,South Africa,ZAF,Critically endangered,8.0,-28.5169,21.4453
2152,Xetá,Brazil,BRA,Critically endangered,8.0,-23.2867,-53.3935
2153,Kiksht,United States of America,USA,Critically endangered,7.0,44.2708,-121.2871
2154,Makolkol,Papua New Guinea,PNG,Critically endangered,7.0,-4.8994,151.6827
2155,Akuntsu,Brazil,BRA,Critically endangered,6.0,-13.1169,-61.018
2156,Anambé,Brazil,BRA,Critically endangered,6.0,-2.7674,-49.2297
2157,Arabana,Australia,AUS,Critically endangered,6.0,-28.6134,135.8349
2158,Ipai,United States of America,USA,Critically endangered,6.0,32.9359,-116.868
2159,Karaim (Western Ukraine),Ukraine,UKR,Critically endangered,6.0,50.7538,25.3351
2160,Kings River Yokuts,United States of America,USA,Critically endangered,6.0,36.9104,-118.9261
2161,Korana,South Africa,ZAF,Critically endangered,6.0,-26.9352,24.1254
2162,Mangarrayi,Australia,AUS,Critically endangered,6.0,-14.8067,133.8793
2163,Northern Sierra Miwok,United States of America,USA,Critically endangered,6.0,38.4008,-120.5351
2164,Abaga,Papua New Guinea,PNG,Critically endangered,5.0,-6.1883,145.5976
2165,"Aleut (Western, Commander Islands)",Russian Federation,RUS,Critically endangered,5.0,55.171,166.094
2166,Aqaw Gelao,China,CHN,Critically endangered,5.0,28.7447,106.0714
2167,Aveteian,Vanuatu,VUT,Critically endangered,5.0,-16.3985,167.4213
2168,Central Selkup,Russian Federation,RUS,Critically endangered,5.0,59.8903,82.0129
2169,Cocama-Cocamilla (Brazil),Brazil,BRA,Critically endangered,5.0,-1.8043,-66.5332
2170,Dyirbal,Australia,AUS,Critically endangered,5.0,-18.0205,145.4809
2171,Gamilaraay,Australia,AUS,Critically endangered,5.0,-29.7929,149.7106
2172,Great andamanese,India,IND,Critically endangered,5.0,12.2326,92.9031
2173,Guató,Brazil,BRA,Critically endangered,5.0,-17.644,-57.6562
2174,Holikachuk,United States of America,USA,Critically endangered,5.0,64.2254,-155.3027
2175,Iduh (Viet Nam),Viet Nam,VNM,Critically endangered,5.0,19.4162,104.487
2176,Isarog Agta,Philippines,PHL,Critically endangered,5.0,13.6805,123.3805
2177,Itonama,Bolivia (Plurinational State of),BOL,Critically endangered,5.0,-13.6246,-63.5668
2178,Juma,Brazil,BRA,Critically endangered,5.0,-7.4496,-63.8195
2179,Kalispel,United States of America,USA,Critically endangered,5.0,48.2549,-117.2174
2180,Kanoê,Brazil,BRA,Critically endangered,5.0,-13.1222,-61.051
2181,Liki,Indonesia,IDN,Critically endangered,5.0,-1.6202,138.738
2182,Luiseño,United States of America,USA,Critically endangered,5.0,33.4622,-117.1269
2183,Lushootseed,United States of America,USA,Critically endangered,5.0,47.6074,-122.5681
2184,Manchurian Kirghiz,China,CHN,Critically endangered,5.0,47.8,124.2
2185,Mansim,Indonesia,IDN,Critically endangered,5.0,-0.9008,134.0441
2186,Naman,Vanuatu,VUT,Critically endangered,5.0,-16.1216,167.4337
2187,Nasarian,Vanuatu,VUT,Critically endangered,5.0,-16.3517,167.4659
2188,Navwien,Vanuatu,VUT,Critically endangered,5.0,-16.469,167.4975
2189,Ndai,Cameroon,CMR,Critically endangered,5.0,8.399,14.1641
2190,Ngalakan,Australia,AUS,Critically endangered,5.0,-14.5729,134.4946
2191,Nivat,Vanuatu,VUT,Critically endangered,5.0,-16.1302,167.3835
2192,Niviar,Vanuatu,VUT,Critically endangered,5.0,-16.1302,167.3945
2193,Olrat,Vanuatu,VUT,Critically endangered,5.0,-14.2796,167.4302
2194,Oro Win,Brazil,BRA,Critically endangered,5.0,-11.6683,-65.1379
2195,Paunaca,Bolivia (Plurinational State of),BOL,Critically endangered,5.0,-16.573,-61.4355
2196,Resígaro,Peru,PER,Critically endangered,5.0,-2.7674,-71.7187
2197,Sorsorian,Vanuatu,VUT,Critically endangered,5.0,-16.4709,167.6499
2198,Southern Selkup,Russian Federation,RUS,Critically endangered,5.0,58.6626,85.8581
2199,Tuzantec,Mexico,MEX,Critically endangered,5.0,15.1455,-92.4232
2201,Vano,Solomon Islands,SLB,Critically endangered,5.0,-11.6286,166.8383
2202,Wunambal,Australia,AUS,Critically endangered,5.0,-15.6124,125.0024
2203,Yuchi,United States of America,USA,Critically endangered,5.0,36.0009,-96.0988
2204,Bonerif,Indonesia,IDN,Critically endangered,4.0,-2.1088,139.2352
2205,Coeur d'Alene,United States of America,USA,Critically endangered,4.0,43.3433,-116.8873
2206,Dharawal,Australia,AUS,Critically endangered,4.0,-34.7235,150.5786
2207,Guranalum,Papua New Guinea,PNG,Critically endangered,4.0,-4.3464,152.8417
2208,Lengilu,Indonesia,IDN,Critically endangered,4.0,3.7327,115.8728
2209,Njerep,Cameroon,CMR,Critically endangered,4.0,6.4572,11.2884
2210,Ouma,Papua New Guinea,PNG,Critically endangered,4.0,-10.233,149.1
2211,Paakantyi,Australia,AUS,Critically endangered,4.0,-31.5598,143.3935
2212,Saponi,Indonesia,IDN,Critically endangered,4.0,-2.4025,136.5037
2213,Tanema,Solomon Islands,SLB,Critically endangered,4.0,-11.6986,166.9111
2214,Tehuelche,Argentina,ARG,Critically endangered,4.0,-51.5087,-70.3125
2215,Totoró,Colombia,COL,Critically endangered,4.0,2.504,-76.4016
2216,Waanyi,Australia,AUS,Critically endangered,4.0,-17.7486,138.2739
2217,Worrorra,Australia,AUS,Critically endangered,4.0,-16.4887,124.6289
2218,Awakatek (Mexico),Mexico,MEX,Critically endangered,3.0,19.3481,-90.7177
2219,Baldemu,Cameroon,CMR,Critically endangered,3.0,10.5742,14.5623
2220,Bung,Cameroon,CMR,Critically endangered,3.0,6.5718,11.8267
2221,Canichana,Bolivia (Plurinational State of),BOL,Extinct,3.0,-14.5835,-64.9731
2222,Central Pomo,United States of America,USA,Critically endangered,3.0,38.9704,-123.6893
2223,Central Sierra Miwok,United States of America,USA,Critically endangered,3.0,37.962,-120.2384
2224,Chemehuevi,United States of America,USA,Critically endangered,3.0,34.0138,-114.2146
2225,Kiowa Apache,United States of America,USA,Critically endangered,3.0,35.1018,-98.6033
2226,Konkow,United States of America,USA,Critically endangered,3.0,39.467,-121.5155
2227,Lake Miwok,United States of America,USA,Critically endangered,3.0,38.6426,-122.3849
2228,Mabiri,Chad,TCD,Critically endangered,3.0,12.1682,18.7275
2229,Mescalero-Chiricahua Apache (Oklahoma),United States of America,USA,Critically endangered,3.0,34.8986,-98.3589
2230,Northern Pomo,United States of America,USA,Critically endangered,3.0,39.4143,-123.3502
2231,Sabanê,Brazil,BRA,Critically endangered,3.0,-12.5277,-59.6859
2232,Southern Pomo,United States of America,USA,Critically endangered,3.0,38.7048,-122.8971
2233,Southern Sierra Miwok,United States of America,USA,Critically endangered,3.0,37.6148,-119.789
2234,Tubatulabal,United States of America,USA,Critically endangered,3.0,35.6444,-118.5183
2235,Tuscarora (United States of America),United States of America,USA,Critically endangered,3.0,43.0877,-79.0627
2236,Ura,Vanuatu,VUT,Critically endangered,3.0,-18.654,169.074
2237,Andoa (Peru),Peru,PER,Critically endangered,2.0,-2.6796,-76.2011
2238,Arikapu,Brazil,BRA,Critically endangered,2.0,-12.0527,-64.7259
2239,Aurê-Aurá,Brazil,BRA,Critically endangered,2.0,-2.9649,-46.2084
2240,Baré (Brazil),Brazil,BRA,Critically endangered,2.0,0.4394,-68.2031
2241,Cayuvava,Bolivia (Plurinational State of),BOL,Critically endangered,2.0,-12.7903,-65.3247
2242,Gajerrong,Australia,AUS,Critically endangered,2.0,-15.222,128.6059
2243,Ganggalidda,Australia,AUS,Critically endangered,2.0,-17.1001,138.3618
2244,Guarasu,Brazil,BRA,Critically endangered,2.0,-13.4724,-61.0427
2245,Klallam,United States of America,USA,Critically endangered,2.0,47.8475,-122.585
2246,Kujubim,Brazil,BRA,Critically endangered,2.0,-11.9963,-64.7534
2247,Kunjen,Australia,AUS,Critically endangered,2.0,-16.1316,142.207
2248,Kuruáya,Brazil,BRA,Critically endangered,2.0,-5.0033,-53.9208
2249,Lemerig,Vanuatu,VUT,Critically endangered,2.0,-13.7473,167.4096
2250,Luri,Nigeria,NGA,Critically endangered,2.0,9.9255,9.5965
2251,Maidu,United States of America,USA,Critically endangered,2.0,40.4134,-120.6738
2252,Oneida (New York),United States of America,USA,Critically endangered,2.0,43.0778,-75.6622
2253,Poyanawa,Brazil,BRA,Critically endangered,2.0,-7.6238,-73.2568
2254,Puruborá,Brazil,BRA,Critically endangered,2.0,-12.3292,-64.2919
2255,Salamãy,Brazil,BRA,Critically endangered,2.0,-8.7602,-63.9074
2256,Sambe,Nigeria,NGA,Critically endangered,2.0,8.6027,8.3825
2257,Spokane,United States of America,USA,Critically endangered,2.0,47.9286,-118.0165
2258,Tharkarri,Australia,AUS,Critically endangered,2.0,-24.148,114.6533
2259,Vacacocha,Peru,PER,Critically endangered,2.0,-2.0869,-74.5092
2260,Wangaaybuwan,Australia,AUS,Critically endangered,2.0,-31.1093,144.9975
2261,Xipáya,Brazil,BRA,Critically endangered,2.0,-4.3902,-53.9648
2262,Apiaká,Brazil,BRA,Critically endangered,1.0,-11.1519,-57.3113
2263,Bikya,Cameroon,CMR,Critically endangered,1.0,6.8309,10.0277
2264,Bishuo,Cameroon,CMR,Critically endangered,1.0,6.9032,10.0991
2265,Chaná,Argentina,ARG,Critically endangered,1.0,-31.8402,-60.5786
2266,Dampel,Indonesia,IDN,Critically endangered,1.0,0.7923,120.2494
2267,Diahói,Brazil,BRA,Critically endangered,1.0,-7.9939,-62.1936
2268,Kaixána,Brazil,BRA,Critically endangered,1.0,-2.0649,-67.4121
2269,Lae,Papua New Guinea,PNG,Extinct,1.0,-6.6318,147.181
2270,Laua,Papua New Guinea,PNG,Critically endangered,1.0,-10.1824,149.2053
2271,Patwin,United States of America,USA,Critically endangered,1.0,38.7608,-122.0354
2272,Pazeh,China,CHN,Critically endangered,1.0,24.2469,120.7727
2273,Pémono,Venezuela (Bolivarian Republic of),VEN,Critically endangered,1.0,5.6487,-65.8081
2274,Taushiro,Peru,PER,Critically endangered,1.0,-3.2502,-75.8935
2275,Tinigua,Colombia,COL,Critically endangered,1.0,2.3833,-73.6413
2276,Tolowa,United States of America,USA,Critically endangered,1.0,41.9566,-124.1915
2277,Uru,Bolivia (Plurinational State of),BOL,Extinct,1.0,-16.5519,-68.6645
2278,Volow,Vanuatu,VUT,Critically endangered,1.0,-13.6433,167.7159
2279,Wintu-Nomlaki,United States of America,USA,Critically endangered,1.0,39.8637,-122.0822
2280,Yahgan,Chile,CHL,Critically endangered,1.0,-55.0028,-67.4615
2281,Yarawi,Papua New Guinea,PNG,Critically endangered,1.0,-7.9001,147.6411
2282,!Gan!ne,South Africa,ZAF,Extinct,0.0,-31.3911,26.6748
2283,Aasax,United Republic of Tanzania,TZA,Extinct,0.0,-5.1948,37.738
2284,Ahom,India,IND,Extinct,0.0,26.5393,92.5378
2285,Ainu (Kuril),Russian Federation,RUS,Extinct,0.0,46.8882,152.0068
2286,Ainu (Sakhalin),Russian Federation,RUS,Extinct,0.0,47.3983,142.2949
2287,Akkala Saami,Russian Federation,RUS,Extinct,0.0,67.5809,31.668
2288,Alderney French,United Kingdom of Great Britain and Northern Ireland,GBR,Extinct,0.0,49.7098,-2.2075
2289,Amanayé,Brazil,BRA,Extinct,0.0,-3.7327,-49.1088
2290,Andoa (Ecuador),Ecuador,ECU,Extinct,0.0,-2.3341,-76.5016
2291,Andro,India,IND,Extinct,0.0,24.8415,94.0539
2292,Antoniano,United States of America,USA,Extinct,0.0,35.9717,-121.1757
2293,Aore,Vanuatu,VUT,Extinct,0.0,-15.5767,167.1638
2294,Apolista,Bolivia (Plurinational State of),BOL,Extinct,0.0,-14.4027,-68.6206
2295,Arapaho (Oklahoma),United States of America,USA,Extinct,0.0,35.602,-97.9712
2296,Arapáso,Brazil,BRA,Extinct,0.0,0.0,-66.0
2297,Aribwatsa,Papua New Guinea,PNG,Extinct,0.0,-6.6523,147.2291
2298,Arin,Russian Federation,RUS,Extinct,0.0,56.2982,91.7468
2299,Arman,Russian Federation,RUS,Extinct,0.0,59.6732,150.1391
2300,Arta,Philippines,PHL,Extinct,0.0,16.4225,121.7042
2301,Atacameño,"Argentina, Bolivia (Plurinational State of), Chile","ARG, BOL, CHL",Extinct,0.0,-22.7559,-68.247
2302,Atsugewi,United States of America,USA,Extinct,0.0,40.8824,-122.6661
2303,Babuza,China,CHN,Extinct,0.0,24.01,120.623
2304,Badala,Australia,AUS,Critically endangered,0.0,-25.285,153.1054
2305,Baga Kalem,Guinea,GIN,Extinct,0.0,10.4013,-14.3151
2306,Baga Mboteni,Guinea,GIN,Critically endangered,0.0,10.7415,-14.5513
2307,Barbareño,United States of America,USA,Extinct,0.0,34.4227,-119.7039
2308,Barzani Jewish Neo-Aramaic (Iraq),Iraq,IRQ,Extinct,0.0,36.2619,43.9892
2309,Basay,China,CHN,Extinct,0.0,25.1378,121.6543
2310,Baygo,Sudan,SDN,Extinct,0.0,11.7436,24.6423
2311,Berakou,Chad,TCD,Extinct,0.0,12.8492,15.032
2312,Berti,Sudan,SDN,Extinct,0.0,14.6898,25.9524
2313,Bina,Papua New Guinea,PNG,Extinct,0.0,-10.2365,149.6063
2314,Birgid,Sudan,SDN,Extinct,0.0,14.8598,25.0103
2315,Boro,"Ethiopia, Togo","ETH, TGO",Extinct,0.0,8.6244,0.6262
2316,Cacaopera,Nicaragua,NIC,Extinct,0.0,13.4109,-87.8741
2317,Cape Khoekhoe,South Africa,ZAF,Extinct,0.0,-34.4522,19.7314
2318,Cappadocian Greek (Turkey),Turkey,TUR,Extinct,0.0,38.048,32.6953
2319,Catawba,United States of America,USA,Extinct,0.0,34.9361,-81.0272
2320,Cayuga (Oklahoma),United States of America,USA,Extinct,0.0,36.6302,-94.6441
2321,Cayuse,United States of America,USA,Extinct,0.0,44.9647,-118.5424
2322,Central Kalapuyan,United States of America,USA,Extinct,0.0,43.8,-123.06
2323,Chairel,India,IND,Extinct,0.0,24.976,94.2407
2324,Cholon,Peru,PER,Extinct,0.0,-8.8633,-76.1791
2325,Coptic,Egypt,EGY,Extinct,0.0,26.8915,29.0959
2326,Cowlitz,United States of America,USA,Extinct,0.0,46.132,-122.8642
2327,Culle,Peru,PER,Extinct,0.0,-8.1951,-78.294
2328,Cuman,Hungary,HUN,Extinct,0.0,46.5815,19.6765
2329,Cupeño,United States of America,USA,Extinct,0.0,33.364,-117.0756
2330,Dalmatian,Croatia,HRV,Extinct,0.0,45.0599,14.5719
2331,Deti,Botswana,BWA,Extinct,0.0,-20.9614,24.461
2332,Dharug,Australia,AUS,Critically endangered,0.0,-34.0344,150.9301
2333,Dhurga,Australia,AUS,Critically endangered,0.0,-35.4964,150.249
2334,Dicamay Agta,Philippines,PHL,Extinct,0.0,16.6998,122.0167
2336,Dororo,Solomon Islands,SLB,Extinct,0.0,-8.2169,157.3901
2337,Duli,Cameroon,CMR,Extinct,0.0,9.3813,13.5708
2338,Dungidjau,Australia,AUS,Extinct,0.0,-26.5885,152.2705
2339,Dura,Nepal,NPL,Extinct,0.0,28.2898,84.4519
2340,Eastern Abenaki,United States of America,USA,Extinct,0.0,44.9423,-68.7328
2341,Eastern Kamchadal,Russian Federation,RUS,Extinct,0.0,56.511,161.0156
2342,Eastern Pomo,United States of America,USA,Extinct,0.0,39.0461,-122.9211
2343,Eel River Athabaskan,United States of America,USA,Extinct,0.0,40.188,-123.6477
2344,Eliri,Sudan,SDN,Severely endangered,0.0,4.5706,30.858
2345,Elmolo,Kenya,KEN,Extinct,0.0,2.7212,36.7326
2346,Eotile,Côte d'Ivoire,CIV,Extinct,0.0,5.2495,-3.3233
2347,Eyak,United States of America,USA,Extinct,0.0,60.2165,-143.3935
