,language,countries,endangerment,speakers,latitude,longitude
2031,Maringarr,Australia,Critically endangered,20,-14.1525,129.6166
2032,Nataoran,China,Critically endangered,20,24.0088,121.5898
2033,Nez Perce,United States of America,Critically endangered,20,46.4347,-116.8268
2034,Nisvai,Vanuatu,Critically endangered,20,-16.4492,167.7117
2035,Nyamal,Australia,Severely endangered,20,-21.4019,119.3225
2036,Nyikina,Australia,Severely endangered,20,-18.2613,124.6179
2037,Panamint,United States of America,Critically endangered,20,36.4555,-116.8666
2038,Pite Saami,"Norway, Sweden",Critically endangered,20,66.0447,17.8857
2039,Qawasqar,Chile,Critically endangered,20,-49.6391,-74.3554
2040,Red Gelao (Viet Nam),Viet Nam,Critically endangered,20,23.1666,105.25
2041,Somyev,"Cameroon, Nigeria",Critically endangered,20,6.9318,11.5136
2042,Ume Saami,Sweden,Critically endangered,20,65.1091,18.2153
2043,Usku,Indonesia,Critically endangered,20,-3.5449,140.7499
2044,Vote,Russian Federation,Critically endangered,20,59.5858,28.4518
2045,Wajarri,Australia,Severely endangered,20,-26.8841,116.6748
2046,Wambaya,Australia,Critically endangered,20,-17.7696,134.923
2047,Warekena (Brazil),Brazil,Critically endangered,20,0.7909,-68.3789
2048,White Gelao (Viet Nam),Viet Nam,Severely endangered,20,23.2,105.3333
2049,Mixtec of Tlaltempan,Mexico,Definitely endangered,19,18.6166,-98.0833
2050,Uruak,Venezuela (Bolivarian Republic of),Critically endangered,19,3.9957,-63.5888
2051,Pacahuara,Bolivia (Plurinational State of),Critically endangered,18,-11.4369,-65.6762
2052,Ririo,Solomon Islands,Critically endangered,18,-6.91,156.9671
2053,Ava-Canoeiro,Brazil,Critically endangered,16,-14.0847,-48.0418
2054,Chorotega,Costa Rica,Critically endangered,16,9.8991,-83.6855
2055,Ainu (Hokkaido),Japan,Critically endangered,15,43.2612,142.8222
2056,Jaminjung,Australia,Severely endangered,15,-15.2417,130.5725
2057,Mwesen,Vanuatu,Critically endangered,15,-13.874,167.5415
2058,Sechelt,Canada,Critically endangered,15,50.0846,-123.7437
2059,Tanana,United States of America,Critically endangered,15,64.605,-149.0625
2060,Ingalik,United States of America,Critically endangered,14,62.1655,-156.3134
2061,Jingulu,Australia,Severely endangered,14,-17.3716,134.187
2062,Zapotec of Mixtepe,Mexico,Critically endangered,14,16.2666,-96.3666
2063,Woria,Indonesia,Critically endangered,13,-2.4011,136.4886
2064,Aruá,Brazil,Severely endangered,12,-12.0285,-64.7094
2065,Han (United States of America),United States of America,Critically endangered,12,64.7837,-141.2172
2066,Hupa,United States of America,Critically endangered,12,41.7624,-123.7028
2067,Karuk,United States of America,Severely endangered,12,41.7929,-123.3763
2068,Makah,United States of America,Critically endangered,12,48.3658,-124.6118
2069,Ngaatjatjara,Australia,Severely endangered,12,-25.1651,127.3535
2070,Ngaliwuru,Australia,Critically endangered,12,-15.5595,131.0614
2071,Ofayé,Brazil,Critically endangered,12,-21.361,-52.0532
2072,Umpila,Australia,Severely endangered,12,-13.0366,143.3386
2073,Yurok,United States of America,Critically endangered,12,41.0607,-124.1413
2074,Kinikinau,Brazil,Critically endangered,11,-21.0685,-56.2765
2075,Wagiman,Australia,Severely endangered,11,-14.1845,131.6546
2076,Achumawi,United States of America,Critically endangered,10,40.8816,-122.6715
2077,Arho,New Caledonia (France),Critically endangered,10,-21.274,165.0503
2078,Arikara,United States of America,Critically endangered,10,47.648,-101.8327
2079,Ayizi,China,Critically endangered,10,24.5964,103.7329
2080,Bangsa,Vanuatu,Critically endangered,10,-16.146,167.389
2081,Ch'orti' (Honduras),Honduras,Critically endangered,10,14.9364,-88.865
2082,Chung (Thailand),Thailand,Critically endangered,10,14.4897,99.1661
2083,Copper Island Aleut,Russian Federation,Critically endangered,10,54.7753,167.5662
2084,Gros Ventre,United States of America,Critically endangered,10,48.4824,-108.7639
2085,Gweno,United Republic of Tanzania,Critically endangered,10,-3.7135,37.6501
2086,Hoti,Indonesia,Critically endangered,10,-3.0143,130.3692
2087,Hulung,Indonesia,Critically endangered,10,-2.8614,128.5606
2088,Ibu,Indonesia,Critically endangered,10,1.5269,127.5265
2089,Iranxe,Brazil,Critically endangered,10,-12.6939,-57.843
2090,Kamarian,Indonesia,Critically endangered,10,-3.4366,128.5345
2091,Karajarri,Australia,Critically endangered,10,-19.0205,122.3437
2092,Karipuna,Brazil,Definitely endangered,10,-10.2284,-64.5556
2093,Katawixi,Brazil,Critically endangered,10,-8.8416,-66.0937
2094,Kawaiisu,United States of America,Critically endangered,10,35.0589,-118.4026
2095,Khövsgöl Uryangkhay,Mongolia,Critically endangered,10,50.9722,101.3159
2096,Krenak,Brazil,Critically endangered,10,-19.1937,-41.1527
2097,Kurrama,Australia,Critically endangered,10,-21.6383,117.9711
2098,Lardil,Australia,Critically endangered,10,-16.5526,139.3176
2099,Lom,Indonesia,Critically endangered,10,-1.6751,105.8917
2100,Lorediakarkar,Vanuatu,Critically endangered,10,-15.1967,167.0498
2101,Madngele,Australia,Critically endangered,10,-13.3789,130.5395
2102,Malak Malak,Australia,Critically endangered,10,-13.7713,130.6384
2103,Manchu (Amur),China,Critically endangered,10,49.7666,127.5
2104,Manchu (Nonni),China,Critically endangered,10,48.0083,124.3542
2105,Mandan,United States of America,Critically endangered,10,47.5165,-102.2461
2106,Marrisyefin,Australia,Critically endangered,10,-13.934,129.8254
2107,Massalat,Chad,Critically endangered,10,12.7635,20.5993
2108,Matanvat,Vanuatu,Critically endangered,10,-15.8972,167.1947
2109,Matipu,Brazil,Critically endangered,10,-12.2366,-53.1875
2110,Mawayana (Brazil),"Brazil, Suriname",Critically endangered,10,-0.9447,-58.2495
2111,Munsee (Canada),Canada,Critically endangered,10,42.57,-81.879
2112,Naati,Vanuatu,Critically endangered,10,-16.515,167.4645
2113,Ngardi,Australia,Critically endangered,10,-20.6327,128.5839
2114,Ngbinda,Democratic Republic of the Congo,Critically endangered,10,4.6092,27.0812
2115,Northern Paiute (Idaho),United States of America,Critically endangered,10,43.0439,-112.4566
2116,Nusa Laut,Indonesia,Critically endangered,10,-3.6833,128.8
2117,Oneida (Wisconsin),United States of America,Critically endangered,10,44.5158,-88.0075
2118,Onondaga (New York),United States of America,Critically endangered,10,43.047,-76.1422
2119,Osage,United States of America,Critically endangered,10,36.6683,-96.3316
2120,Parintintin,Brazil,Critically endangered,10,-6.5773,-61.7871
2121,Pawnee,United States of America,Critically endangered,10,36.3372,-96.8032
2122,Puari,Papua New Guinea,Critically endangered,10,-2.8689,141.6577
2123,Rembarrnga,Australia,Critically endangered,10,-13.3896,133.6706
2124,Sene,Papua New Guinea,Critically endangered,10,-6.3753,147.7825
2125,Sowa,Vanuatu,Critically endangered,10,-15.8609,168.1842
2126,Susuami,Papua New Guinea,Critically endangered,10,-7.2044,146.5493
2127,Taap,Papua New Guinea,Critically endangered,10,-6.146,146.3955
2128,Tape,Vanuatu,Critically endangered,10,-16.0953,167.3094
2129,Ter Saami,Russian Federation,Critically endangered,10,68.0638,38.7063
2130,Thao,China,Critically endangered,10,23.8808,120.9206
2131,Tule-Kaweah Yokuts,United States of America,Critically endangered,10,36.0269,-118.7213
2132,Tundra Enets,Russian Federation,Critically endangered,10,71.6973,83.5839
2133,Wichita,United States of America,Critically endangered,10,35.0647,-98.2788
2134,Xambioá,Brazil,Critically endangered,10,-7.1717,-49.1583
2135,Yawalapiti,Brazil,Critically endangered,10,-12.1702,-53.3365
2136,Yiiji,Australia,Critically endangered,10,-15.8458,127.6281
2137,Arára Shawãdáwa,Brazil,Critically endangered,9,-8.581,-72.29
2138,Kuuku Ya'u,Australia,Critically endangered,9,-12.0185,142.8112
2139,Ngandi,Australia,Critically endangered,9,-13.6459,135.2087
2140,Ngarluma,Australia,Critically endangered,9,-21.1664,117.3339
2141,Zaparo,"Ecuador, Peru",Critically endangered,9,-2.2186,-76.5087
2142,Ongota,Ethiopia,Critically endangered,8,5.3207,37.2244
2143,Ajuru,Brazil,Severely endangered,8,-12.0178,-64.7534
2144,Araki,Vanuatu,Critically endangered,8,-15.6322,166.9413
2145,Ayapanec,Mexico,Critically endangered,8,18.2241,-93.1108
2146,Busuu,Cameroon,Critically endangered,8,6.8282,10.1087
2147,Chamicuro,Peru,Critically endangered,8,-5.5285,-75.5969
2148,Dumi,Nepal,Critically endangered,8,27.3095,86.7521
2149,Kayardild,Australia,Critically endangered,8,-17.1197,139.4604
2150,Munichi,Peru,Critically endangered,8,-5.8182,-76.1846
2151,N|uu,South Africa,Critically endangered,8,-28.5169,21.4453
2152,Xetá,Brazil,Critically endangered,8,-23.2867,-53.3935
2153,Kiksht,United States of America,Critically endangered,7,44.2708,-121.2871
2154,Makolkol,Papua New Guinea,Critically endangered,7,-4.8994,151.6827
2155,Akuntsu,Brazil,Critically endangered,6,-13.1169,-61.018
2156,Anambé,Brazil,Critically endangered,6,-2.7674,-49.2297
2157,Arabana,Australia,Critically endangered,6,-28.6134,135.8349
2158,Ipai,United States of America,Critically endangered,6,32.9359,-116.868
2159,Karaim (Western Ukraine),Ukraine,Critically endangered,6,50.7538,25.3351
2160,Kings River Yokuts,United States of America,Critically endangered,6,36.9104,-118.9261
2161,Korana,South Africa,Critically endangered,6,-26.9352,24.1254
2162,Mangarrayi,Australia,Critically endangered,6,-14.8067,133.8793
2163,Northern Sierra Miwok,United States of America,Critically endangered,6,38.4008,-120.5351
2164,Abaga,Papua New Guinea,Critically endangered,5,-6.1883,145.5976
2165,"Aleut (Western, Commander Islands)",Russian Federation,Critically endangered,5,55.171,166.094
2166,Aqaw Gelao,China,Critically endangered,5,28.7447,106.0714
2167,Aveteian,Vanuatu,Critically endangered,5,-16.3985,167.4213
2168,Central Selkup,Russian Federation,Critically endangered,5,59.8903,82.0129
2169,Cocama-Cocamilla (Brazil),Brazil,Critically endangered,5,-1.8043,-66.5332
2170,Dyirbal,Australia,Critically endangered,5,-18.0205,145.4809
2171,Gamilaraay,Australia,Critically endangered,5,-29.7929,149.7106
2172,Great andamanese,India,Critically endangered,5,12.2326,92.9031
2173,Guató,Brazil,Critically endangered,5,-17.644,-57.6562
2174,Holikachuk,United States of America,Critically endangered,5,64.2254,-155.3027
2175,Iduh (Viet Nam),Viet Nam,Critically endangered,5,19.4162,104.487
2176,Isarog Agta,Philippines,Critically endangered,5,13.6805,123.3805
2177,Itonama,Bolivia (Plurinational State of),Critically endangered,5,-13.6246,-63.5668
2178,Juma,Brazil,Critically endangered,5,-7.4496,-63.8195
2179,Kalispel,United States of America,Critically endangered,5,48.2549,-117.2174
2180,Kanoê,Brazil,Critically endangered,5,-13.1222,-61.051
2181,Liki,Indonesia,Critically endangered,5,-1.6202,138.738
2182,Luiseño,United States of America,Critically endangered,5,33.4622,-117.1269
2183,Lushootseed,United States of America,Critically endangered,5,47.6074,-122.5681
2184,Manchurian Kirghiz,China,Critically endangered,5,47.8,124.2
2185,Mansim,Indonesia,Critically endangered,5,-0.9008,134.0441
2186,Naman,Vanuatu,Critically endangered,5,-16.1216,167.4337
2187,Nasarian,Vanuatu,Critically endangered,5,-16.3517,167.4659
2188,Navwien,Vanuatu,Critically endangered,5,-16.469,167.4975
2189,Ndai,Cameroon,Critically endangered,5,8.399,14.1641
2190,Ngalakan,Australia,Critically endangered,5,-14.5729,134.4946
2191,Nivat,Vanuatu,Critically endangered,5,-16.1302,167.3835
2192,Niviar,Vanuatu,Critically endangered,5,-16.1302,167.3945
2193,Olrat,Vanuatu,Critically endangered,5,-14.2796,167.4302
2194,Oro Win,Brazil,Critically endangered,5,-11.6683,-65.1379
2195,Paunaca,Bolivia (Plurinational State of),Critically endangered,5,-16.573,-61.4355
2196,Resígaro,Peru,Critically endangered,5,-2.7674,-71.7187
2197,Sorsorian,Vanuatu,Critically endangered,5,-16.4709,167.6499
2198,Southern Selkup,Russian Federation,Critically endangered,5,58.6626,85.8581
2199,Tuzantec,Mexico,Critically endangered,5,15.1455,-92.4232
2201,Vano,Solomon Islands,Critically endangered,5,-11.6286,166.8383
2202,Wunambal,Australia,Critically endangered,5,-15.6124,125.0024
2203,Yuchi,United States of America,Critically endangered,5,36.0009,-96.0988
2204,Bonerif,Indonesia,Critically endangered,4,-2.1088,139.2352
2205,Coeur d'Alene,United States of America,Critically endangered,4,43.3433,-116.8873
2206,Dharawal,Australia,Critically endangered,4,-34.7235,150.5786
2207,Guranalum,Papua New Guinea,Critically endangered,4,-4.3464,152.8417
2208,Lengilu,Indonesia,Critically endangered,4,3.7327,115.8728
2209,Njerep,Cameroon,Critically endangered,4,6.4572,11.2884
2210,Ouma,Papua New Guinea,Critically endangered,4,-10.233,149.1
2211,Paakantyi,Australia,Critically endangered,4,-31.5598,143.3935
2212,Saponi,Indonesia,Critically endangered,4,-2.4025,136.5037
2213,Tanema,Solomon Islands,Critically endangered,4,-11.6986,166.9111
2214,Tehuelche,Argentina,Critically endangered,4,-51.5087,-70.3125
2215,Totoró,Colombia,Critically endangered,4,2.504,-76.4016
2216,Waanyi,Australia,Critically endangered,4,-17.7486,138.2739
2217,Worrorra,Australia,Critically endangered,4,-16.4887,124.6289
2218,Awakatek (Mexico),Mexico,Critically endangered,3,19.3481,-90.7177
2219,Baldemu,Cameroon,Critically endangered,3,10.5742,14.5623
2220,Bung,Cameroon,Critically endangered,3,6.5718,11.8267
2221,Canichana,Bolivia (Plurinational State of),Extinct,3,-14.5835,-64.9731
2222,Central Pomo,United States of America,Critically endangered,3,38.9704,-123.6893
2223,Central Sierra Miwok,United States of America,Critically endangered,3,37.962,-120.2384
2224,Chemehuevi,United States of America,Critically endangered,3,34.0138,-114.2146
2225,Kiowa Apache,United States of America,Critically endangered,3,35.1018,-98.6033
2226,Konkow,United States of America,Critically endangered,3,39.467,-121.5155
2227,Lake Miwok,United States of America,Critically endangered,3,38.6426,-122.3849
2228,Mabiri,Chad,Critically endangered,3,12.1682,18.7275
2229,Mescalero-Chiricahua Apache (Oklahoma),United States of America,Critically endangered,3,34.8986,-98.3589
2230,Northern Pomo,United States of America,Critically endangered,3,39.4143,-123.3502
2231,Sabanê,Brazil,Critically endangered,3,-12.5277,-59.6859
2232,Southern Pomo,United States of America,Critically endangered,3,38.7048,-122.8971
2233,Southern Sierra Miwok,United States of America,Critically endangered,3,37.6148,-119.789
2234,Tubatulabal,United States of America,Critically endangered,3,35.6444,-118.5183
2235,Tuscarora (United States of America),United States of America,Critically endangered,3,43.0877,-79.0627
2236,Ura,Vanuatu,Critically endangered,3,-18.654,169.074
2237,Andoa (Peru),Peru,Critically endangered,2,-2.6796,-76.2011
2238,Arikapu,Brazil,Critically endangered,2,-12.0527,-64.7259
2239,Aurê-Aurá,Brazil,Critically endangered,2,-2.9649,-46.2084
2240,Baré (Brazil),Brazil,Critically endangered,2,0.4394,-68.2031
2241,Cayuvava,Bolivia (Plurinational State of),Critically endangered,2,-12.7903,-65.3247
2242,Gajerrong,Australia,Critically endangered,2,-15.222,128.6059
2243,Ganggalidda,Australia,Critically endangered,2,-17.1001,138.3618
2244,Guarasu,Brazil,Critically endangered,2,-13.4724,-61.0427
2245,Klallam,United States of America,Critically endangered,2,47.8475,-122.585
2246,Kujubim,Brazil,Critically endangered,2,-11.9963,-64.7534
2247,Kunjen,Australia,Critically endangered,2,-16.1316,142.207
2248,Kuruáya,Brazil,Critically endangered,2,-5.0033,-53.9208
2249,Lemerig,Vanuatu,Critically endangered,2,-13.7473,167.4096
2250,Luri,Nigeria,Critically endangered,2,9.9255,9.5965
2251,Maidu,United States of America,Critically endangered,2,40.4134,-120.6738
2252,Oneida (New York),United States of America,Critically endangered,2,43.0778,-75.6622
2253,Poyanawa,Brazil,Critically endangered,2,-7.6238,-73.2568
2254,Puruborá,Brazil,Critically endangered,2,-12.3292,-64.2919
2255,Salamãy,Brazil,Critically endangered,2,-8.7602,-63.9074
2256,Sambe,Nigeria,Critically endangered,2,8.6027,8.3825
2257,Spokane,United States of America,Critically endangered,2,47.9286,-118.0165
2258,Tharkarri,Australia,Critically endangered,2,-24.148,114.6533
2259,Vacacocha,Peru,Critically endangered,2,-2.0869,-74.5092
2260,Wangaaybuwan,Australia,Critically endangered,2,-31.1093,144.9975
2261,Xipáya,Brazil,Critically endangered,2,-4.3902,-53.9648
2262,Apiaká,Brazil,Critically endangered,1,-11.1519,-57.3113
2263,Bikya,Cameroon,Critically endangered,1,6.8309,10.0277
2264,Bishuo,Cameroon,Critically endangered,1,6.9032,10.0991
2265,Chaná,Argentina,Critically endangered,1,-31.8402,-60.5786
2266,Dampel,Indonesia,Critically endangered,1,0.7923,120.2494
2267,Diahói,Brazil,Critically endangered,1,-7.9939,-62.1936
2268,Kaixána,Brazil,Critically endangered,1,-2.0649,-67.4121
2269,Lae,Papua New Guinea,Extinct,1,-6.6318,147.181
2270,Laua,Papua New Guinea,Critically endangered,1,-10.1824,149.2053
2271,Patwin,United States of America,Critically endangered,1,38.7608,-122.0354
2272,Pazeh,China,Critically endangered,1,24.2469,120.7727
2273,Pémono,Venezuela (Bolivarian Republic of),Critically endangered,1,5.6487,-65.8081
2274,Taushiro,Peru,Critically endangered,1,-3.2502,-75.8935
2275,Tinigua,Colombia,Critically endangered,1,2.3833,-73.6413
2276,Tolowa,United States of America,Critically endangered,1,41.9566,-124.1915
2277,Uru,Bolivia (Plurinational State of),Extinct,1,-16.5519,-68.6645
2278,Volow,Vanuatu,Critically endangered,1,-13.6433,167.7159
2279,Wintu-Nomlaki,United States of America,Critically endangered,1,39.8637,-122.0822
2280,Yahgan,Chile,Critically endangered,1,-55.0028,-67.4615
2281,Yarawi,Papua New Guinea,Critically endangered,1,-7.9001,147.6411
2282,!Gan!ne,South Africa,Extinct,0,-31.3911,26.6748
2283,Aasax,United Republic of Tanzania,Extinct,0,-5.1948,37.738
2284,Ahom,India,Extinct,0,26.5393,92.5378
2285,Ainu (Kuril),Russian Federation,Extinct,0,46.8882,152.0068
2286,Ainu (Sakhalin),Russian Federation,Extinct,0,47.3983,142.2949
2287,Akkala Saami,Russian Federation,Extinct,0,67.5809,31.668
2288,Alderney French,United Kingdom of Great Britain and Northern Ireland,Extinct,0,49.7098,-2.2075
2289,Amanayé,Brazil,Extinct,0,-3.7327,-49.1088
2290,Andoa (Ecuador),Ecuador,Extinct,0,-2.3341,-76.5016
2291,Andro,India,Extinct,0,24.8415,94.0539
2292,Antoniano,United States of America,Extinct,0,35.9717,-121.1757
2293,Aore,Vanuatu,Extinct,0,-15.5767,167.1638
2294,Apolista,Bolivia (Plurinational State of),Extinct,0,-14.4027,-68.6206
2295,Arapaho (Oklahoma),United States of America,Extinct,0,35.602,-97.9712
2296,Arapáso,Brazil,Extinct,0,0.0,-66.0
2297,Aribwatsa,Papua New Guinea,Extinct,0,-6.6523,147.2291
2298,Arin,Russian Federation,Extinct,0,56.2982,91.7468
2299,Arman,Russian Federation,Extinct,0,59.6732,150.1391
2300,Arta,Philippines,Extinct,0,16.4225,121.7042
2301,Atacameño,"Argentina, Bolivia (Plurinational State of), Chile",Extinct,0,-22.7559,-68.247
2302,Atsugewi,United States of America,Extinct,0,40.8824,-122.6661
2303,Babuza,China,Extinct,0,24.01,120.623
2304,Badala,Australia,Critically endangered,0,-25.285,153.1054
2305,Baga Kalem,Guinea,Extinct,0,10.4013,-14.3151
2306,Baga Mboteni,Guinea,Critically endangered,0,10.7415,-14.5513
2307,Barbareño,United States of America,Extinct,0,34.4227,-119.7039
2308,Barzani Jewish Neo-Aramaic (Iraq),Iraq,Extinct,0,36.2619,43.9892
2309,Basay,China,Extinct,0,25.1378,121.6543
2310,Baygo,Sudan,Extinct,0,11.7436,24.6423
2311,Berakou,Chad,Extinct,0,12.8492,15.032
2312,Berti,Sudan,Extinct,0,14.6898,25.9524
2313,Bina,Papua New Guinea,Extinct,0,-10.2365,149.6063
2314,Birgid,Sudan,Extinct,0,14.8598,25.0103
2315,Boro,"Ethiopia, Togo",Extinct,0,8.6244,0.6262
2316,Cacaopera,Nicaragua,Extinct,0,13.4109,-87.8741
2317,Cape Khoekhoe,South Africa,Extinct,0,-34.4522,19.7314
2318,Cappadocian Greek (Turkey),Turkey,Extinct,0,38.048,32.6953
2319,Catawba,United States of America,Extinct,0,34.9361,-81.0272
2320,Cayuga (Oklahoma),United States of America,Extinct,0,36.6302,-94.6441
2321,Cayuse,United States of America,Extinct,0,44.9647,-118.5424
2322,Central Kalapuyan,United States of America,Extinct,0,43.8,-123.06
2323,Chairel,India,Extinct,0,24.976,94.2407
2324,Cholon,Peru,Extinct,0,-8.8633,-76.1791
2325,Coptic,Egypt,Extinct,0,26.8915,29.0959
2326,Cowlitz,United States of America,Extinct,0,46.132,-122.8642
2327,Culle,Peru,Extinct,0,-8.1951,-78.294
2328,Cuman,Hungary,Extinct,0,46.5815,19.6765
2329,Cupeño,United States of America,Extinct,0,33.364,-117.0756
2330,Dalmatian,Croatia,Extinct,0,45.0599,14.5719
2331,Deti,Botswana,Extinct,0,-20.9614,24.461
2332,Dharug,Australia,Critically endangered,0,-34.0344,150.9301
2333,Dhurga,Australia,Critically endangered,0,-35.4964,150.249
2334,Dicamay Agta,Philippines,Extinct,0,16.6998,122.0167
2336,Dororo,Solomon Islands,Extinct,0,-8.2169,157.3901
2337,Duli,Cameroon,Extinct,0,9.3813,13.5708
2338,Dungidjau,Australia,Extinct,0,-26.5885,152.2705
2339,Dura,Nepal,Extinct,0,28.2898,84.4519
2340,Eastern Abenaki,United States of America,Extinct,0,44.9423,-68.7328
2341,Eastern Kamchadal,Russian Federation,Extinct,0,56.511,161.0156
2342,Eastern Pomo,United States of America,Extinct,0,39.0461,-122.9211
2343,Eel River Athabaskan,United States of America,Extinct,0,40.188,-123.6477
2344,Eliri,Sudan,Severely endangered,0,4.5706,30.858
2345,Elmolo,Kenya,Extinct,0,2.7212,36.7326
2346,Eotile,Côte d'Ivoire,Extinct,0,5.2495,-3.3233
2347,Eyak,United States of America,Extinct,0,60.2165,-143.3935
2348,Gaagudju,Australia,Extinct,0,-12.2755,132.6379
2349,Gafat,Ethiopia,Extinct,0,10.6768,35.8264
2350,Garífuna (Nicaragua),Nicaragua,Critically endangered,0,12.5666,-83.7166
2351,Ge'ez,Ethiopia,Extinct,0,8.9936,38.7597
2352,Getmata,Papua New Guinea,Extinct,0,-5.8346,149.0405
2353,Gey,Cameroon,Extinct,0,9.384,13.5296
2354,Gothic,Ukraine,Extinct,0,44.653,33.8598
2355,Guanche,Spain,Extinct,0,27.9264,-15.6774
2356,Gule,Sudan,Extinct,0,10.0986,34.1235
2357,Guliguli,Solomon Islands,Extinct,0,-8.2114,157.4615
2358,Gününa Küne,Argentina,Extinct,0,-43.4848,-68.1591
2359,Gyasumdo,Nepal,Definitely endangered,0,28.5969,84.2253
2360,Hanis,United States of America,Extinct,0,43.406,-124.2402
2361,Hoanya,China,Extinct,0,23.5665,120.3826
2362,Homa,Sudan,Extinct,0,5.5011,27.3779
2363,Horo,Chad,Extinct,0,9.239,18.3444
2364,Hpun,Myanmar,Extinct,0,24.65,97.0666
2365,Huitoto (Brazil),Brazil,Extinct,0,-2.3723,-66.0937
2366,Hukumina,Indonesia,Extinct,0,-3.1514,126.2713
2367,Huron-Wyandot (United States of America),United States of America,Extinct,0,36.7923,-94.7229
2368,Ifo,Vanuatu,Extinct,0,-18.6605,169.1434
2369,Ineseño,United States of America,Extinct,0,34.5942,-120.1371
2370,Island Carib,Dominica,Extinct,0,15.4325,-61.2817
2371,Island Chumash,United States of America,Extinct,0,34.3821,-119.4574
2372,Jorá,Bolivia (Plurinational State of),Critically endangered,0,-14.0246,-63.3581
2373,Judeo-Berber (Morocco),Morocco,Extinct,0,30.822,-6.8005
2374,Kamas,Russian Federation,Extinct,0,57.9964,92.8784
2375,Kamas Turk,Russian Federation,Extinct,0,58.109,92.7101
2376,Kaniet,Papua New Guinea,Extinct,0,-0.898,145.5441
2377,Kansa,United States of America,Extinct,0,36.7657,-96.8652
2378,Karaim (Crimea),Ukraine,Extinct,0,45.058,33.9477
2379,Karami,Papua New Guinea,Extinct,0,-7.1335,143.8659
2380,Karelian (Valday),Russian Federation,Extinct,0,58.0284,33.3215
2381,Katabaga,Philippines,Extinct,0,13.4366,122.5569
2382,Kato,United States of America,Extinct,0,39.677,-123.4944
2383,Kayeli,Indonesia,Extinct,0,-3.39,127.1008
2384,Kazukuru,Solomon Islands,Extinct,0,-8.1598,157.4629
2385,Kede,Angola,Extinct,0,-17.1617,16.1059
2386,Kemi Saami,Finland,Extinct,0,67.0631,27.6635
2387,Kenaboi,Malaysia,Extinct,0,3.1129,102.0322
2388,Kerek,Russian Federation,Extinct,0,62.5996,176.9183
2389,Ketangalan,China,Extinct,0,25.0433,121.4813
2390,Khaccaḍ Bhoṭe,Nepal,Definitely endangered,0,28.1113,85.3674
2391,Kilit,Azerbaijan,Extinct,0,38.9455,46.0989
2392,Kinare,Kenya,Extinct,0,-0.725,37.2436
2393,Klamath-Modoc,United States of America,Extinct,0,42.5767,-121.8637
2394,Konomihu,United States of America,Extinct,0,41.2583,-123.3216
2395,Kore,Kenya,Extinct,0,-2.2845,40.9185
2396,Kott,Russian Federation,Extinct,0,56.3013,94.5318
2397,Krenjê,Brazil,Extinct,0,-2.5644,-46.6589
2398,Krevin,Latvia,Extinct,0,56.35,24.2907
2399,Kulun,China,Extinct,0,24.9823,121.3591
2400,Kurtjar,Australia,Extinct,0,-18.0623,140.4052
2401,Kw'adza,United Republic of Tanzania,Extinct,0,-5.3753,35.8621
2402,Kwadi,Angola,Extinct,0,-15.2523,12.2277
2403,Kwisi,Angola,Extinct,0,-16.7309,13.0572
2404,Kyakala,China,Extinct,0,45.3819,128.7597
2405,Laghu,Solomon Islands,Extinct,0,-7.6157,158.7359
2406,Langthang Tibetan,Nepal,Definitely endangered,0,28.21,85.5697
2407,Lenca,"El Salvador, Honduras",Extinct,0,13.6459,-87.0996
2408,Li-Ngbee,Democratic Republic of the Congo,Extinct,0,2.4931,28.059
2409,Liliali,Indonesia,Extinct,0,-3.39,127.1008
2410,Lipan,United States of America,Extinct,0,33.1513,-105.799
2411,Lishan Didan (Iran),Iran (Islamic Republic of),Extinct,0,37.9615,44.6044
2412,Lishana Deni (Iraq),Iraq,Extinct,0,36.9279,42.5115
2413,Lishanid Noshan (Iraq),Iraq,Extinct,0,36.1777,44.165
2414,Loke Tibetan,Nepal,Definitely endangered,0,28.82,83.7721
2415,Lorkoti,Kenya,Extinct,0,-0.4943,37.359
2416,Lower Chehalis,United States of America,Extinct,0,46.3227,-123.9724
2417,Mahigi,Papua New Guinea,Extinct,0,-7.6688,143.0227
2418,Máku,Brazil,Extinct,0,4.0615,-61.831
2419,Malin,Myanmar,Extinct,0,24.57,94.56
2420,Mapia,Indonesia,Extinct,0,0.8321,134.3023
2421,Maragus,Vanuatu,Extinct,0,-16.0405,167.2778
2422,Marrgu,Australia,Extinct,0,-11.3292,132.0227
2423,Matagalpa,Nicaragua,Extinct,0,12.9517,-85.4381
2424,Mator,Russian Federation,Extinct,0,54.0593,95.4492
2425,Mattole,United States of America,Extinct,0,39.1375,-123.6931
2426,Miami-Illinois,United States of America,Extinct,0,36.8866,-94.8775
2427,Migueleño,United States of America,Extinct,0,35.7587,-120.6951
2428,Miraña (Brazil),Brazil,Critically endangered,0,-2.021,-65.6982
2429,Mirití Tapuia,Brazil,Critically endangered,0,0.3076,-69.1699
2430,Mlahso (Syria),Syrian Arab Republic,Extinct,0,37.0542,41.2363
2431,Mlahso (Turkey),Turkey,Extinct,0,38.4595,40.6507
2432,Mo-peng,Sierra Leone,Extinct,0,7.4714,-12.2607
2433,Mochica,Peru,Extinct,0,-7.079,-79.6453
2434,Moksela,Indonesia,Extinct,0,-3.4654,127.1694
2435,Molala,United States of America,Extinct,0,44.8636,-122.4645
